,PLACEKEY,SAFEGRAPH_BRAND_IDS,BRANDS,SPEND_DATE_RANGE_START,SPEND_DATE_RANGE_END,RAW_TOTAL_SPEND,RAW_NUM_TRANSACTIONS,RAW_NUM_CUSTOMERS,MEDIAN_SPEND_PER_TRANSACTION,MEDIAN_SPEND_PER_CUSTOMER,SPEND_PER_TRANSACTION_PERCENTILES,SPEND_BY_DAY,SPEND_PER_TRANSACTION_BY_DAY,SPEND_BY_DAY_OF_WEEK,DAY_COUNTS,SPEND_PCT_CHANGE_VS_PREV_MONTH,SPEND_PCT_CHANGE_VS_PREV_YEAR,ONLINE_TRANSACTIONS,ONLINE_SPEND,TRANSACTION_INTERMEDIARY,SPEND_BY_TRANSACTION_INTERMEDIARY,BUCKETED_CUSTOMER_FREQUENCY,MEAN_SPEND_PER_CUSTOMER_BY_FREQUENCY,BUCKETED_CUSTOMER_INCOMES,MEAN_SPEND_PER_CUSTOMER_BY_INCOME,CUSTOMER_HOME_CITY,RELATED_CROSS_SHOPPING_PHYSICAL_BRANDS_PCT,RELATED_CROSS_SHOPPING_ONLINE_MERCHANTS_PCT,RELATED_CROSS_SHOPPING_SAME_CATEGORY_BRANDS_PCT,RELATED_CROSS_SHOPPING_LOCAL_BRANDS_PCT,RELATED_WIRELESS_CARRIER_PCT,RELATED_STREAMING_CABLE_PCT,RELATED_DELIVERY_SERVICE_PCT,RELATED_RIDESHARE_SERVICE_PCT,RELATED_BUYNOWPAYLATER_SERVICE_PCT,RELATED_PAYMENT_PLATFORM_PCT
164425,zzy-225@5wg-jfw-p5f,,,2022-05-01,2022-06-01,1742.64,6,6,235.02,235.02,"{""25"":142.68,""75"":427.29}","[145.48,246.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.28,0.00,0.00,358.16,0.00,0.00,0.00,0.00,0.00,223.88,634.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[145.48,246.16,null,null,null,null,null,null,null,134.28,null,null,358.16,null,null,null,null,null,223.88,634.68,null,null,null,null,null,null,null,null,null,null,null]","{""Monday"":246.16,""Tuesday"":134.28,""Wednesday"":0.00,""Thursday"":223.88,""Friday"":992.84,""Saturday"":0.00,""Sunday"":145.48}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",,-66.0,0,0.0,"{""No intermediary"":6}","{""No intermediary"":1742.64}","{""1"":6,""2"":0,""3"":0,""4"":0,""5-10"":0,"">10"":0}","{""1"":290.44,""2"":null,""3"":null,""4"":null,""5-10"":null,"">10"":null}","{""<25k"":2,""25-45k"":2,""100-150k"":2,"">150k"":2}","{""<25k"":358.16,""25-45k"":190.22,""100-150k"":223.88,"">150k"":390.08}","{""Mount Airy, MD"":3,""Pittsburgh, PA"":2,""Cedar Park, TX"":2,""Mckinney, TX"":2,""Strafford, MO"":2,""Pocatello, ID"":2}","{""7-Eleven"":67,""United States Postal Service (USPS)"":67,""Target"":50,""Albertsons"":50,""Speedway"":50,""Walgreens"":50,""Exxon Mobil"":50,""Shell Oil"":50,""Walmart"":34,""Chevron"":34,""BP"":34,""Kroger"":34,""The Home Depot"":34,""Fred Meyer"":34,""Enterprise Rent-A-Car"":34,""Maverik"":34,""Chick-fil-A"":34,""McDonald's"":34,""Cinemark Theatres"":34,""Sunoco"":34}","{""Amazon"":84,""Spotify"":50,""Uber Eats"":50,""Uber"":34,""The Home Depot"":34,""Cinemark Theatres"":34,""Etsy"":17,""Walmart"":17,""Target"":17,""Verizon Wireless"":17,""Chipotle Mexican Grill"":17,""Steam"":17,""Taco Bell"":17,""Merchant Bankcard"":17,""Apple"":17,""Compassion International"":17,""Costco"":17,""ExxonMobil"":17,""E-ZPass"":17,""Amazon Digital Services"":17}","{""Comfort Suites"":17,""Super 8"":17,""Days Inn"":17,""Baymont Inn & Suites"":17,""Marriott Hotels"":17,""Best Western"":17,""Quality Inn"":17}","{""McDonald's"":17}","{""AT&T"":17,""T-Mobile"":17,""Verizon Wireless"":17}","{""Disney Plus"":17}","{""Uber Eats"":50}","{""Uber"":34}",{},{}
164471,228-222@5wg-hzm-7bk,,,2022-05-01,2022-06-01,11469.25,148,123,69.02,77.1,"{""25"":35.19,""75"":113.84}","[313.88,1041.83,111.10,158.06,111.62,119.36,0.00,444.18,684.45,74.55,136.13,535.88,182.75,100.81,350.29,1147.69,587.96,889.39,260.79,39.09,305.41,355.44,299.93,431.05,276.31,199.24,359.86,307.87,127.22,742.29,774.82]","[117.00,88.38,37.49,79.03,55.81,24.60,null,54.00,72.09,20.54,68.07,93.93,91.38,18.03,105.82,76.33,114.85,78.28,130.40,19.55,77.10,38.70,44.60,70.65,63.55,99.62,179.93,54.25,37.00,79.02,62.32]","{""Monday"":3916.19,""Tuesday"":1979.48,""Wednesday"":1459.89,""Thursday"":1107.53,""Friday"":701.06,""Saturday"":714.09,""Sunday"":1591.01}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",97.0,-39.0,0,0.0,"{""No intermediary"":148}","{""No intermediary"":11469.25}","{""1"":108,""2"":10,""3"":4,""4"":0,""5-10"":1,"">10"":0}","{""1"":84.11,""2"":138.46,""3"":200.46,""4"":null,""5-10"":199.27,"">10"":null}","{""<25k"":10,""25-45k"":26,""45-60k"":10,""60-75k"":8,""75-100k"":12,""100-150k"":15,"">150k"":35}","{""<25k"":64.76,""25-45k"":81.49,""45-60k"":71.36,""60-75k"":154.37,""75-100k"":75.23,""100-150k"":101.17,"">150k"":109.12}","{""Idaho Falls, ID"":6,""Salt Lake City, UT"":4,""Blackfoot, ID"":4,""Harbor City, CA"":4,""Cumming, GA"":4,""Bountiful, UT"":3,""Springville, UT"":3,""Ogden, UT"":3,""Seattle, WA"":3,""Farmington, UT"":3,""West Valley, UT"":3,""Saint George, UT"":2,""Lancaster, PA"":2,""Driggs, ID"":2,""Grayling, MT"":2,""Mccall, ID"":2,""Goodyear, AZ"":2,""Woods Cross, UT"":2,""Sandy, UT"":2,""West Mifflin, PA"":2,""Elmhurst, IL"":2,""Crosby, MD"":2,""Paducah, KY"":2,""Stuart, FL"":2,""Pittsburgh, PA"":2,""Bannack, MT"":2,""Vernal, UT"":2,""Key Largo, FL"":2,""Collinsburg, PA"":2,""Kimberton, PA"":2,""Kettle Falls, WA"":2,""Wilberforce, OH"":2,""Auburn, WA"":2,""Gilbert, AZ"":2,""Houston, TX"":2,""Tavernier, FL"":2,""Gunnison, CO"":2,""Phoenix, AZ"":2,""Big Sky, MT"":2,""Folsom, CA"":2,""Highland, UT"":2,""Avondale, AZ"":2,""Park City, UT"":2,""Louisville, KY"":2,""Harrisville, UT"":2,""Marshall, MN"":2,""Eden, UT"":2,""Pocatello, ID"":2,""Clearfield, UT"":2,""Goldsboro, NC"":2,""Crestview, FL"":2,""Cordova, AL"":2,""Fullerton, CA"":2,""Spring, TX"":2,""Great Falls, MT"":2,""Rapid City, SD"":2,""New Orleans, LA"":2,""California City, CA"":2,""Port Richey, FL"":2,""Orange Park, FL"":2,""Danville, IN"":2,""Ammon, ID"":2,""Butler, PA"":2,""Mcdonald, WA"":2,""Lexington, KY"":2,""Bakersfield, CA"":2,""Colorado Springs, CO"":2,""Philadelphia, PA"":2,""Basalt, CO"":2,""Draper, UT"":2,""Cincinnati, OH"":2,""Media, PA"":2,""Horsham, PA"":2,""Metairie, LA"":2,""Charleston, UT"":2,""Pottstown, PA"":2,""Dixon, CA"":2,""Helena, MT"":2,""Candia, NH"":2,""Sumiton, AL"":2,""Henderson, NV"":2,""Orem, UT"":2,""Ennis, MT"":2,""Eagle, ID"":2,""Peoria, AZ"":2,""Kendallville, IN"":2,""Logan, UT"":2}","{""Walmart"":65,""McDonald's"":57,""Chevron"":40,""Maverik"":37,""Shell Oil"":35,""ConocoPhillips"":27,""Target"":26,""7-Eleven"":25,""Walgreens"":25,""Wendy's"":23,""Exxon Mobil"":22,""Subway"":22,""Pilot Flying J"":22,""Chick-fil-A"":21,""Albertsons"":20,""The Home Depot"":20,""Starbucks"":20,""Taco Bell"":19,""Burger King"":19,""Lowe's"":18}","{""Amazon"":59,""Apple"":39,""Netflix"":32,""Amazon Digital Services"":22,""Spotify"":22,""Comcast"":20,""Hulu"":17,""AT&T"":17,""ExxonMobil"":15,""Google"":14,""Verizon Wireless"":10,""Uber Eats"":10,""Uber"":9,""Maverik"":9,""Walmart"":9,""Planet Fitness"":9,""The Home Depot"":9,""Amazon Marketplace"":9,""eBay"":8,""T-Mobile"":8}","{""McDonald's"":58,""Chick-fil-A"":25,""Wendy's"":24,""Subway"":22,""Taco Bell"":20,""Starbucks"":20,""Burger King"":20,""Arby's"":14,""Panda Express"":14,""Dairy Queen"":13,""Little Caesars"":12,""Chipotle Mexican Grill"":12,""In-N-Out Burger"":11,""Buffalo Wild Wings"":9,""Dunkin'"":9,""Olive Garden"":9,""KFC"":9,""Jack in the Box"":9,""Panera Bread"":9,""Culver's"":8}","{""McDonald's"":16,""Exxon Mobil"":13,""Phillips 66"":6,""Chevron"":5,""ConocoPhillips"":4,""NAPA Auto Parts"":3,""Haagen Dazs"":3,""United States Postal Service (USPS)"":2,""Days Inn"":1}","{""Verizon Wireless"":23,""AT&T"":22,""T-Mobile"":9,""Google Fi"":3,""Sprint"":3,""Straight Talk"":2,""MetroPCS"":1,""TracFone Wireless"":1}","{""Netflix"":32,""Hulu"":17,""Disney Plus"":7,""HBO Max"":6,""YouTube TV"":5,""Youtube Premium"":4,""Roku"":3,""Youtube"":3,""Dish Network"":3,""Sling TV"":2,""Funimation"":1,""Time Warner Cable"":1,""Amazon Prime"":1}","{""Uber Eats"":10,""DoorDash"":5,""Postmates"":1,""Instacart"":1,""Dashpass"":1}","{""Uber"":9,""Lyft"":6}","{""Afterpay"":4,""Klarna"":4,""Zip Company"":3}","{""Apple Cash"":3,""Apple Card"":3,""PayPal"":3,""Venmo"":1,""Cash App"":1}"
164508,223-224@5wg-hzm-9s5,SG_BRAND_5b0bdabac6b05c2e37cd904ce2c6fadf,Mobil,2022-05-01,2022-06-01,69.06,2,2,34.53,34.53,"{""25"":7.69,""75"":61.37}","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,61.37]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.69,null,null,null,null,null,null,61.37]","{""Monday"":0.00,""Tuesday"":69.06,""Wednesday"":0.00,""Thursday"":0.00,""Friday"":0.00,""Saturday"":0.00,""Sunday"":0.00}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",,,0,0.0,"{""No intermediary"":2}","{""No intermediary"":69.06}","{""1"":2,""2"":0,""3"":0,""4"":0,""5-10"":0,"">10"":0}","{""1"":34.53,""2"":null,""3"":null,""4"":null,""5-10"":null,"">10"":null}","{""<25k"":2,""45-60k"":2}","{""<25k"":61.37,""45-60k"":7.69}","{""Queensbury, NY"":2,""Salt Lake City, UT"":2}","{""Speedway"":100,""Hannaford Supermarkets"":50,""T.J. Maxx"":50,""Hampton"":50,""Mutual of Omaha Bank"":50,""Costco"":50,""Boost Mobile"":50,""Harmons"":50,""United Pacific"":50,""Walgreens"":50,""BJ's Wholesale Club"":50,""REI"":50,""Spectrum"":50,""Stewart's Shops"":50,""Zoom Tan"":50,""ShopRite"":50,""Sunoco"":50,""Exxon Mobil"":50,""Shell Oil"":50}","{""Amazon"":50,""The Home Depot"":50,""Macy's"":50,""Netflix"":50,""eBay"":50,""Costco"":50,""Microsoft"":50,""E-ZPass"":50,""PayPal"":50}","{""Speedway"":100,""United Pacific"":50,""Sunoco"":50,""Exxon Mobil"":50,""Shell Oil"":50}",{},"{""Boost Mobile"":50}","{""Netflix"":50}",{},{},{},"{""PayPal"":50}"
164609,222-222@5wg-jfw-gff,,,2022-05-01,2022-06-01,9110.72,22,19,371.6,371.6,"{""25"":223.76,""75"":542.37}","[229.92,0.00,447.52,127.00,0.00,147.16,0.00,0.00,0.00,0.00,371.60,1114.80,0.00,0.00,0.00,788.00,0.00,0.00,0.00,1062.72,0.00,733.80,1343.40,806.04,0.00,0.00,749.92,0.00,0.00,0.00,1188.84]","[114.96,null,223.76,127.00,null,147.16,null,null,null,null,371.60,557.40,null,null,null,394.00,null,null,null,1062.72,null,366.90,537.36,806.04,null,null,749.92,null,null,null,468.48]","{""Monday"":2131.40,""Tuesday"":2442.40,""Wednesday"":498.60,""Thursday"":1114.80,""Friday"":1959.80,""Saturday"":0.00,""Sunday"":963.72}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",350.0,-2.0,3,1486.4,"{""No intermediary"":22}","{""No intermediary"":9110.72}","{""1"":16,""2"":3,""3"":0,""4"":0,""5-10"":0,"">10"":0}","{""1"":424.05,""2"":775.31,""3"":null,""4"":null,""5-10"":null,"">10"":null}","{""<25k"":2,""25-45k"":3,""45-60k"":2,""60-75k"":3,""75-100k"":3,""100-150k"":3,"">150k"":2}","{""<25k"":394.00,""25-45k"":232.13,""45-60k"":469.49,""60-75k"":537.36,""75-100k"":504.39,""100-150k"":670.56,"">150k"":717.16}","{""West Jordan, UT"":2,""Roy, UT"":2,""Park Ridge, IL"":2,""Pittsburgh, PA"":2,""Rockville, MD"":2,""Kansas City, MO"":2,""Park City, UT"":2,""Pocatello, ID"":2,""Clearfield, UT"":2,""Coeur D Alene, ID"":2,""Ammon, ID"":2,""Port Charlotte, FL"":2,""Bellevue, WA"":2,""Idaho Falls, ID"":2}","{""McDonald's"":48,""Walmart"":43,""7-Eleven"":43,""Shell Oil"":37,""Target"":32,""Lowe's"":27,""Apple Retail Store"":27,""Chevron"":22,""Albertsons"":22,""Smith's Food & Drug Stores"":22,""Chick-fil-A"":22,""Subway"":22,""ULTA Beauty"":16,""Taco Bell"":16,""The Home Depot"":16,""Maverik"":16,""Walgreens"":16,""Panera Bread"":16,""Batteries Plus Bulbs"":16,""CVS"":16}","{""Amazon"":48,""Apple"":48,""Netflix"":32,""Hulu"":27,""Comcast"":22,""Walmart"":16,""Goodwill"":16,""Spotify"":16,""Burger King"":16,""T-Mobile"":16,""Uber"":11,""Airbnb"":11,""Sirius XM"":11,""ExxonMobil"":11,""Amazon Digital Services"":11,""Best Buy"":11,""AT&T"":11,""Amazon Marketplace"":11,""Simplisafe"":11,""Sling TV"":6}","{""Howard Johnson (HoJo)"":6,""Holiday Inn"":6,""Days Inn"":6,""Sleep Inn"":6,""Baymont Inn & Suites"":6,""Marriott Hotels"":6,""Best Western"":6}","{""McDonald's"":22,""Days Inn"":6}","{""T-Mobile"":16,""AT&T"":11,""Verizon Wireless"":11,""Sprint"":6}","{""Netflix"":32,""Hulu"":27,""Sling TV"":6}",{},"{""Uber"":11}",{},"{""PayPal"":6}"
164632,224-222@5wg-hzm-9pv,,,2022-05-01,2022-06-01,3576.41,84,67,35.51,41.54,"{""25"":27.75,""75"":51.35}","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.15,141.69,178.94,61.37,31.16,155.03,382.62,105.96,148.38,400.44,168.29,211.87,88.40,133.95,46.04,280.89,462.28,541.95]","[null,null,null,null,null,null,null,null,null,null,null,null,null,37.15,32.47,33.69,30.69,31.16,26.16,30.27,105.96,23.10,41.48,43.83,30.79,34.95,66.98,46.04,57.16,36.06,39.27]","{""Monday"":1041.66,""Tuesday"":771.61,""Wednesday"":243.03,""Thursday"":243.43,""Friday"":516.57,""Saturday"":189.15,""Sunday"":570.96}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",,7.0,0,0.0,"{""No intermediary"":84}","{""No intermediary"":3576.41}","{""1"":56,""2"":10,""3"":0,""4"":0,""5-10"":1,"">10"":0}","{""1"":46.60,""2"":75.14,""3"":null,""4"":null,""5-10"":215.44,"">10"":null}","{""<25k"":4,""25-45k"":6,""45-60k"":7,""60-75k"":5,""75-100k"":9,""100-150k"":13,"">150k"":13}","{""<25k"":42.04,""25-45k"":34.62,""45-60k"":34.38,""60-75k"":46.06,""75-100k"":55.12,""100-150k"":67.69,"">150k"":59.58}","{""Smyrna, GA"":3,""New Bern, NC"":3,""Pocatello, ID"":3,""Boise, ID"":3,""Logan, UT"":3,""Bountiful, UT"":2,""Sandy, UT"":2,""Nashville, TN"":2,""Laguna Niguel, CA"":2,""Riverview, FL"":2,""Salt Lake City, UT"":2,""San Francisco, CA"":2,""Montpelier, ID"":2,""Blackfoot, ID"":2,""Norfolk, VA"":2,""Springfield, IL"":2,""Big Sky, MT"":2,""Meridian, ID"":2,""Fife, WA"":2,""Ogden, UT"":2,""Loveland, CO"":2,""Boerne, TX"":2,""Kreamer, PA"":2,""Las Vegas, NV"":2,""Placerville, ID"":2,""Columbus, OH"":2,""Commerce, TX"":2,""Philadelphia, PA"":2,""Florence, AZ"":2,""Erda, UT"":2,""Bozeman, MT"":2,""Layton, UT"":2,""Cincinnati, OH"":2,""Kaysville, UT"":2,""Media, PA"":2,""Canton, GA"":2,""San Antonio, TX"":2,""Antioch, IL"":2,""Brickerville, PA"":2,""Torrance, CA"":2,""Lakeland, FL"":2,""Parker, ID"":2,""Featherville, ID"":2,""Coalfield, TN"":2,""Orem, UT"":2,""Lockport, NY"":2,""Overton, NV"":2,""Asheville, NC"":2,""Idaho Falls, ID"":2,""Huckabay, TX"":2,""Caldwell, ID"":2,""Austin, TX"":2}","{""Walmart"":66,""McDonald's"":56,""Maverik"":54,""Shell Oil"":45,""Chevron"":44,""Chick-fil-A"":35,""Wendy's"":32,""Subway"":29,""Lowe's"":27,""The Home Depot"":27,""Costco"":27,""Albertsons"":26,""Exxon Mobil"":26,""Starbucks"":24,""Walgreens"":24,""Verizon Wireless"":21,""Burger King"":21,""Taco Bell"":20,""Love's Travel Stops and Country Stores"":20,""Target"":18}","{""Amazon"":54,""Apple"":39,""Netflix"":30,""ExxonMobil"":20,""Comcast"":18,""Hulu"":14,""Maverik"":12,""Spotify"":12,""T-Mobile"":11,""Amazon Digital Services"":9,""Costa Vida"":9,""Amazon Marketplace"":9,""Sam's Club"":9,""Walmart"":8,""AT&T"":8,""Verizon Wireless"":6,""Uber"":6,""Chewy"":6,""Sirius XM"":6,""Barclaycard US"":6}","{""McDonald's"":56,""Wendy's"":36,""Chick-fil-A"":35,""Subway"":29,""Starbucks"":24,""Burger King"":21,""Taco Bell"":20,""Panda Express"":14,""Jimmy John's"":12,""Carl's Jr."":12,""IHOP"":11,""Costa Vida"":11,""Buffalo Wild Wings"":9,""Del Taco"":9,""Applebee's"":9,""Panera Bread"":9,""Culver's"":9,""Cracker Barrel"":9,""Sonic"":8,""Jersey Mike's"":8}","{""Exxon Mobil"":15,""McDonald's"":9,""Phillips 66"":5,""Chevron"":3,""Haagen Dazs"":3,""NAPA Auto Parts"":2,""ConocoPhillips"":2,""CENEX"":2,""Days Inn"":2}","{""Verizon Wireless"":26,""T-Mobile"":12,""AT&T"":11,""Sprint"":3,""Straight Talk"":2}","{""Netflix"":30,""Hulu"":14,""Disney Plus"":9,""Sling TV"":3,""YouTube TV"":3,""Redbox"":3,""Roku"":2,""HBO Max"":2,""Dish Network"":2,""Vudu"":2,""Amazon Prime"":2,""Starz"":2}","{""Uber Eats"":6,""DoorDash"":3,""Instacart"":2,""Dashpass"":2,""Shipt"":2}","{""Uber"":6}","{""Klarna"":3,""Sezzle"":2}","{""PayPal"":2,""Apple Card"":2,""Venmo"":2}"
164856,zzy-222@5wg-hzm-9vf,,,2022-05-01,2022-06-01,28.34,4,3,7.76,7.76,"{""25"":5.73,""75"":7.76}","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.34,0.00,0.00,0.00]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.76,null,null,null]","{""Monday"":0.00,""Tuesday"":0.00,""Wednesday"":0.00,""Thursday"":0.00,""Friday"":0.00,""Saturday"":28.34,""Sunday"":0.00}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",,-90.0,0,0.0,"{""No intermediary"":4}","{""No intermediary"":28.34}","{""1"":2,""2"":1,""3"":0,""4"":0,""5-10"":0,"">10"":0}","{""1"":6.41,""2"":15.52,""3"":null,""4"":null,""5-10"":null,"">10"":null}","{""100-150k"":2,"">150k"":2}","{""100-150k"":6.41,"">150k"":15.52}","{""Moab, UT"":2,""Franklin, TN"":2,""Erda, UT"":2}","{""Einstein Brothers"":100,""Maverik"":100,""Chick-fil-A"":100,""Jimmy John's"":67,""Target"":67,""Verizon Wireless"":67,""Chipotle Mexican Grill"":67,""PetSmart"":67,""Harmons"":67,""Walmart"":34,""ULTA Beauty"":34,""Family Pharmacy"":34,""Jamba"":34,""Albertsons"":34,""Harbor Freight Tools"":34,""Domino's Pizza"":34,""Lowe's"":34,""WinCo Foods"":34,""The Home Depot"":34,""Apple Retail Store"":34}","{""Amazon"":100,""Netflix"":100,""Spotify"":100,""Amazon Digital Services"":100,""Verizon Wireless"":67,""Apple Card"":67,""Jamba Juice"":67,""Google"":67,""Maverik"":67,""Comcast"":67,""Smith's"":67,""Target"":34,""Nike"":34,""Airbnb"":34,""Nintendo"":34,""Taco Bell"":34,""The Home Depot"":34,""Einstein Bros. Bagels"":34,""Apple"":34,""Afterpay"":34}","{""Einstein Brothers"":100,""Chick-fil-A"":100,""Jimmy John's"":67,""Chipotle Mexican Grill"":67,""Jamba"":67,""The Crack Shack"":67,""Domino's Pizza"":34,""Taco Bell"":34,""Togo's Eateries"":34,""Del Taco"":34,""Starbucks"":34,""Wendy's"":34,""Krispy Kreme Doughnuts"":34,""Dutch Bros Coffee"":34,""Taco Time Northwest"":34,""Costa Vida"":34,""Maggiano's Little Italy"":34,""Cold Stone Creamery"":34,""Arby's"":34}",{},"{""Verizon Wireless"":100,""AT&T"":34}","{""Netflix"":100,""Amazon Prime"":34}",{},{},"{""Afterpay"":34}","{""Apple Card"":67}"
165272,229-222@5wg-hzm-7h5,,,2022-05-01,2022-06-01,2288.01,35,33,53.68,56.0,"{""25"":30.08,""75"":82.00}","[0.00,233.42,0.00,65.08,48.10,0.00,0.00,0.00,109.64,80.93,64.98,0.00,0.00,180.00,124.49,189.19,0.00,112.32,181.78,0.00,0.00,51.60,232.50,83.76,160.65,0.00,291.74,0.00,77.83,0.00,0.00]","[null,82.00,null,65.08,48.10,null,null,null,26.94,19.24,64.98,null,null,180.00,62.25,94.60,null,56.16,90.89,null,null,25.80,116.25,41.88,80.32,null,110.28,null,77.83,null,null]","{""Monday"":764.75,""Tuesday"":164.69,""Wednesday"":403.03,""Thursday"":229.88,""Friday"":291.74,""Saturday"":180.00,""Sunday"":253.92}","{""Wednesday"":4,""Monday"":5,""Saturday"":4,""Thursday"":4,""Tuesday"":5,""Friday"":4,""Sunday"":5}",545.0,73.0,0,0.0,"{""No intermediary"":35}","{""No intermediary"":2288.01}","{""1"":32,""2"":0,""3"":1,""4"":0,""5-10"":0,"">10"":0}","{""1"":67.71,""2"":null,""3"":121.32,""4"":null,""5-10"":null,"">10"":null}","{""<25k"":4,""25-45k"":2,""45-60k"":6,""60-75k"":3,""75-100k"":2,""100-150k"":7,"">150k"":7}","{""<25k"":26.13,""25-45k"":37.07,""45-60k"":56.98,""60-75k"":57.70,""75-100k"":135.04,""100-150k"":75.77,"">150k"":108.69}","{""State College, PA"":3,""West Wendover, NV"":2,""Brigham City, UT"":2,""Troy, MI"":2,""Surprise, AZ"":2,""Salt Lake City, UT"":2,""Collinsburg, PA"":2,""Blackfoot, ID"":2,""Houston, TX"":2,""Las Vegas, NV"":2,""Seattle, WA"":2,""Boise, ID"":2,""Cedar City, UT"":2,""Ammon, ID"":2,""Springfield, OR"":2,""Milton, FL"":2,""Port Charlotte, FL"":2,""Rexburg, ID"":2,""Erda, UT"":2,""Bozeman, MT"":2,""Layton, UT"":2,""Elk Grove Village, IL"":2,""Burley, ID"":2,""Ennis, MT"":2,""Auburn, AL"":2,""Idaho Falls, ID"":2,""Boston, MA"":2,""Kulpsville, PA"":2}","{""McDonald's"":76,""Walmart"":67,""Target"":46,""Maverik"":46,""Subway"":43,""Chevron"":40,""Taco Bell"":34,""Panda Express"":34,""Wendy's"":31,""Burger King"":31,""Shell Oil"":31,""Smith's Food & Drug Stores"":28,""Costco"":28,""Walgreens"":28,""Dollar Tree"":25,""Albertsons"":22,""The Home Depot"":22,""Starbucks"":22,""Love's Travel Stops and Country Stores"":22,""Chick-fil-A"":22}","{""Amazon"":58,""Apple"":43,""Spotify"":34,""Amazon Digital Services"":22,""Netflix"":19,""Maverik"":19,""AT&T"":19,""Lyft"":16,""Comcast"":16,""Uber"":13,""Google"":13,""Uber Eats"":13,""Walmart"":10,""The Home Depot"":10,""ConocoPhillips"":10,""eBay"":10,""Burger King"":10,""Costa Vida"":10,""CVS"":10,""iTunes"":10}","{""McDonald's"":76,""Subway"":43,""Taco Bell"":34,""Panda Express"":34,""Burger King"":34,""Wendy's"":31,""KFC"":22,""Starbucks"":22,""Chick-fil-A"":22,""Dairy Queen"":22,""Buffalo Wild Wings"":19,""Arby's"":19,""Domino's Pizza"":16,""Popeyes Louisiana Kitchen"":16,""Jack in the Box"":16,""IHOP"":13,""Jimmy John's"":13,""Arctic Circle"":13,""Raising Cane's"":13,""Carl's Jr."":13}","{""McDonald's"":28,""ConocoPhillips"":10,""Chevron"":4,""NAPA Auto Parts"":4,""Days Inn"":4,""Phillips 66"":4,""Exxon Mobil"":4}","{""AT&T"":22,""Verizon Wireless"":19,""Sprint"":7,""T-Mobile"":7}","{""Netflix"":19,""Sling TV"":7,""Dish Network"":7,""Redbox"":7,""Hulu"":7,""Amazon Prime"":7,""Disney Plus"":7,""Youtube"":4,""Peacock"":4,""Amazon Prime Video"":4,""Youtube Premium"":4}","{""Uber Eats"":13,""HelloFresh"":4,""Instacart"":4}","{""Lyft"":16,""Uber"":13}",{},"{""Apple Card"":4}"
